PrimarySupervisor,CreatedDate,JobType,Supervisee,Supervisor,Creator,Term,Positionc,Hour,Form_ID,start,endD,note
,2020-04-20 14:48:05.377000000,Primary,B00689735,B00274061,longk,Summer 2020,S37223,100,23787,2020-05-04 00:00:00,,
,2020-04-20 14:50:28.350000000,Primary,B00762761,B00274061,longk,Summer 2020,S37223,180,23790,2020-05-04 00:00:00,,
,2020-04-20 14:54:14.557000000,Primary,B00735161,B00659764,halll2,Fall 2020,S84150,12,23794,2020-08-18 00:00:00,,remote pending AB
,2020-04-20 15:01:19.540000000,Primary,B00728838,B00735219,wootond,Fall 2020,S17120,10,23797,2020-08-18 00:00:00,,
,2020-04-20 15:01:56.473000000,Primary,B00739776,B00735219,wootond,Fall 2020,S17120,10,23798,2020-08-18 00:00:00,,
,2020-04-20 15:11:17.237000000,Primary,B00740885,B00380585,stamperfa,Fall 2020,S55122,10,23801,2020-08-18 00:00:00,,
,2020-04-20 15:11:44.090000000,Primary,B00719574,B00380585,stamperfa,Fall 2020,S55124,12,23802,2020-08-18 00:00:00,,
,2020-04-20 15:13:45.023000000,Primary,B00730372,B00721349,albrittonc,Fall 2020,S17117,10,23806,2020-08-18 00:00:00,,
,2020-04-20 15:14:56.830000000,Primary,B00751184,B00721349,albrittonc,Fall 2020,S17117,10,23807,2020-08-18 00:00:00,,
,2020-04-20 15:15:30.457000000,Primary,B00759130,B00721349,albrittonc,Fall 2020,S17117,10,23808,2020-08-18 00:00:00,,
,2020-04-20 15:20:25.317000000,Primary,B00744868,B00721349,albrittonc,Fall 2020,S17117,10,23813,2020-08-18 00:00:00,,remote pending AB
,2020-04-20 15:20:38.943000000,Primary,B00739736,B00735219,wootond,Fall 2020,S17100,10,23814,2020-08-18 00:00:00,,
,2020-04-20 15:21:10.883000000,Primary,B00722576,B00721349,albrittonc,Fall 2020,S67306,15,23815,2020-08-18 00:00:00,,request pending -AB
,2020-04-20 15:21:57.873000000,Primary,B00723592,B00721349,albrittonc,Fall 2020,S67306,15,23817,2020-08-18 00:00:00,,remote pending AB
,2020-04-20 15:23:52.710000000,Primary,B00746058,B00721349,albrittonc,Fall 2020,S17117,10,23819,2020-08-18 00:00:00,,
,2020-04-20 15:24:30.480000000,Primary,B00751864,B00721349,albrittonc,Fall 2020,S17117,10,23820,2020-08-18 00:00:00,,
,2020-04-20 15:25:27.910000000,Primary,B00751377,B00721349,albrittonc,Fall 2020,S01402,10,23821,2020-08-18 00:00:00,,
,2020-04-20 15:26:49.320000000,Primary,B00751775,B00721349,albrittonc,Fall 2020,S01402,10,23822,2020-08-18 00:00:00,,
,2020-04-20 15:32:56.970000000,Primary,B00729179,B00687001,stamperfa,Fall 2020,S55122,10,23827,2020-08-18 00:00:00,,
,2020-04-20 15:35:28.610000000,Primary,B00745662,B00721349,albrittonc,Fall 2020,S01402,10,23831,2020-08-18 00:00:00,,
,2020-04-20 15:36:58.197000000,Primary,B00725867,B00738955,howards2,Fall 2020,S29144,15,23832,2020-08-18 00:00:00,,remote pending AB
,2020-04-20 15:37:07.437000000,Primary,B00758657,B00721349,albrittonc,Fall 2020,S01402,10,23833,2020-08-18 00:00:00,,
,2020-04-20 15:38:08.120000000,Primary,B00725223,B00738955,howards2,Fall 2020,S97001,15,23834,2020-08-18 00:00:00,,
,2020-04-20 15:39:45.827000000,Primary,B00738919,B00738955,howards2,Fall 2020,S83109,15,23835,2020-08-18 00:00:00,,
,2020-04-20 16:14:13.717000000,Primary,B00756261,B00763404,halll2,Summer 2020,S84150,26,23839,2020-08-10 00:00:00,,
,2020-04-20 16:17:35,Primary,B00746224,B00763404,halll2,Summer 2020,S84150,26,23840,2020-08-10 00:00:00,,
,2020-04-20 16:20:54.210000000,Primary,B00718298,B00089852,halll2,Summer 2020,S85322,26,23841,2020-08-10 00:00:00,,
,2020-04-20 16:22:07.023000000,Primary,B00727312,B00618036,halll2,Summer 2020,S85322,26,23842,2020-08-10 00:00:00,,
,2020-04-20 16:27:30.413000000,Primary,B00735773,B00158027,halll2,Summer 2020,S84150,26,23845,2020-08-10 00:00:00,,
,2020-04-20 16:28:17.027000000,Primary,B00753412,B00763454,halll2,Summer 2020,S84150,26,23846,2020-08-10 00:00:00,,
,2020-04-20 16:29:12.203000000,Primary,B00726943,B00250355,halll2,Summer 2020,S85322,26,23847,2020-08-10 00:00:00,,
,2020-04-20 16:30:20.307000000,Primary,B00735801,B00614899,halll2,Summer 2020,S84150,26,23848,2020-08-10 00:00:00,,
,2020-04-20 16:32:39.767000000,Primary,B00737335,B00700386,halll2,Summer 2020,S85322,26,23849,2020-08-10 00:00:00,,
,2020-04-20 16:34:39.427000000,Primary,B00758115,B00526508,halll2,Summer 2020,S84150,26,23851,2020-08-10 00:00:00,,
,2020-04-20 16:35:10.740000000,Primary,B00715351,B00721349,albrittonc,Fall 2020,S01402,10,23852,2020-08-18 00:00:00,,
,2020-04-20 16:36:05.203000000,Primary,B00753495,B00763404,halll2,Summer 2020,S84150,26,23854,2020-08-10 00:00:00,,
,2020-04-20 16:37:01.157000000,Primary,B00743922,B00593830,halll2,Summer 2020,S85322,26,23855,2020-08-10 00:00:00,,
,2020-04-20 16:38:07.597000000,Primary,B00733467,B00647843,halll2,Summer 2020,S84150,26,23856,2020-08-10 00:00:00,,
,2020-04-20 16:38:39.020000000,Primary,B00751111,B00763404,halll2,Summer 2020,S84150,26,23857,2020-08-10 00:00:00,,
,2020-04-20 16:39:12.013000000,Primary,B00751445,B00260642,halll2,Summer 2020,S84150,26,23858,2020-08-10 00:00:00,,
,2020-04-20 16:39:58.310000000,Primary,B00735161,B00659764,halll2,Summer 2020,S84150,26,23859,2020-08-10 00:00:00,,
,2020-04-20 16:45:01.163000000,Primary,B00755697,B00721349,albrittonc,Fall 2020,S17117,10,23860,2020-08-18 00:00:00,,
,2020-04-20 17:01:26.050000000,Primary,B00730357,B00664316,adamsch,Fall 2020,S85209,12,23862,2020-08-18 00:00:00,,
,2020-04-20 17:02:41.970000000,Primary,B00731150,B00664316,adamsch,Fall 2020,S85209,10,23864,2020-08-18 00:00:00,,
,2020-04-20 17:04:36.660000000,Primary,B00736245,B00054155,halll2,Summer 2020,S85250,26,23867,2020-08-10 00:00:00,,
,2020-04-20 17:05:30.940000000,Primary,B00741421,B00664316,adamsch,Fall 2020,S85209,10,23868,2020-08-18 00:00:00,,
,2020-04-20 17:06:13.547000000,Primary,B00715446,B00664316,adamsch,Fall 2020,S85209,10,23869,2020-08-18 00:00:00,,
,2020-04-20 17:07:00.033000000,Primary,B00709597,B00664316,adamsch,Fall 2020,S85209,12,23870,2020-08-18 00:00:00,,
,2020-04-20 17:07:34.637000000,Primary,B00743485,B00664316,adamsch,Fall 2020,S85209,12,23871,2020-08-18 00:00:00,,
,2020-04-20 17:08:15.470000000,Primary,B00734959,B00664316,adamsch,Fall 2020,S85209,12,23872,2020-08-18 00:00:00,,
,2020-04-20 17:08:59.267000000,Primary,B00736647,B00664316,adamsch,Fall 2020,S85209,10,23873,2020-08-18 00:00:00,,
,2020-04-20 17:09:36.017000000,Primary,B00742524,B00664316,adamsch,Fall 2020,S85209,10,23874,2020-08-18 00:00:00,,
,2020-04-20 17:10:59.380000000,Primary,B00732408,B00664316,adamsch,Fall 2020,S85209,10,23876,2020-08-18 00:00:00,,
,2020-04-20 17:11:14.633000000,Primary,B00742156,B00656476,woodwarda,Fall 2020,S43208,10,23877,2020-08-18 00:00:00,,
,2020-04-20 17:12:58.817000000,Primary,B00719342,B00656476,woodwarda,Fall 2020,S43208,10,23879,2020-08-18 00:00:00,,
,2020-04-20 17:22:26.690000000,Primary,B00736072,B00481613,clementsn,Fall 2020,S07327,10,23883,2020-08-18 00:00:00,,
,2020-04-20 17:22:53.957000000,Primary,B00724094,B00481613,clementsn,Fall 2020,S07327,10,23884,2020-08-18 00:00:00,,
,2020-04-20 17:24:29.803000000,Primary,B00746517,B00481613,clementsn,Fall 2020,S67306,15,23886,2020-08-18 00:00:00,,
,2020-04-20 17:26:20.187000000,Primary,B00725144,B00481613,clementsn,Fall 2020,S07328,10,23888,2020-08-18 00:00:00,,
,2020-04-20 17:26:59.067000000,Primary,B00727429,B00481613,clementsn,Fall 2020,S07328,10,23889,2020-08-18 00:00:00,,
B00678386,2020-04-20 17:39:46.040000000,Secondary,B00742592,B00664316,adamsch,Fall 2020,S85209,5,23893,2020-08-18 00:00:00,,
B00382697,2020-04-20 17:40:33.430000000,Secondary,B00735202,B00664316,adamsch,Fall 2020,S85209,5,23894,2020-08-18 00:00:00,,
,2020-04-20 17:44:11.703000000,Primary,B00730370,B00664316,adamsch,Fall 2020,S85209,10,23895,2020-08-18 00:00:00,,
B00683054,2020-04-20 17:50:16.567000000,Secondary,B00754164,B00664316,adamsch,Fall 2020,S85209,5,23897,2020-08-18 00:00:00,,
,2020-04-21 07:18:32.187000000,Primary,B00753751,B00735219,wootond,Fall 2020,S17100,10,23899,2020-08-18 00:00:00,,
,2020-04-21 08:32:13.760000000,Primary,B00730369,B00566287,houset,Fall 2020,S67317,20,23900,2020-08-18 00:00:00,,
,2020-04-21 08:33:21.127000000,Primary,B00759118,B00566287,houset,Fall 2020,S67203,15,23901,2020-08-18 00:00:00,,
B00680388,2020-04-21 09:37:13.390000000,Secondary,B00722050,B00721349,albrittonc,Fall 2020,S07327,5,23902,2020-08-18 00:00:00,,
,2020-04-21 09:53:27.500000000,Primary,B00722183,B00721349,albrittonc,Fall 2020,S07327,10,23903,2020-08-18 00:00:00,,
,2020-04-21 10:54:22.400000000,Primary,B00736590,B00714396,wangj,Fall 2020,S87200,10,23904,2020-08-18 00:00:00,,
,2020-04-21 11:12:28.383000000,Primary,B00700650,B00124850,arrittm,Summer 2020,S49115,600,23905,2020-05-04 00:00:00,,
,2020-04-21 11:38:46.963000000,Primary,B00736245,B00054155,guthmanj,Fall 2020,S37148,12,23909,2020-08-18 00:00:00,,
,2020-04-21 14:20:15.230000000,Primary,B00751950,B00124850,arrittm,Fall 2020,S49115,12,23913,2020-08-18 00:00:00,,
,2020-04-21 15:17:01.277000000,Primary,B00750760,B00738955,howards2,Fall 2020,S37337,12,23914,2020-08-18 00:00:00,,
,2020-04-21 15:17:44.450000000,Primary,B00743312,B00738955,howards2,Fall 2020,S09335,10,23915,2020-08-18 00:00:00,,
,2020-04-21 15:18:22.067000000,Primary,B00734071,B00738955,howards2,Fall 2020,S81222,12,23916,2020-08-18 00:00:00,,
,2020-04-21 18:27:48.917000000,Primary,B00719335,B00758249,Harrisa2,Fall 2020,S55159,12,23925,2020-08-18 00:00:00,,
,2020-04-22 08:05:03.060000000,Primary,B00743217,B00717332,belcherkar,Fall 2020,S45303,10,23926,2020-08-18 00:00:00,,
,2020-04-22 09:21:51.720000000,Primary,B00700319,B00738955,howards2,Fall 2020,S85370,12,23929,2020-08-18 00:00:00,,remote pending AB
,2020-04-22 09:41:27.500000000,Primary,B00726877,B00597395,magnerl,Fall 2020,S85297,10,23931,2020-08-18 00:00:00,,remote pending AB
,2020-04-22 11:45:24.650000000,Primary,B00724346,B00696736,bondsh,Fall 2020,S17111,15,23945,2020-08-18 00:00:00,,
,2020-04-22 11:46:01.150000000,Primary,B00722879,B00696736,bondsh,Fall 2020,S17111,15,23946,2020-08-18 00:00:00,,
,2020-04-22 12:25:40.157000000,Primary,B00759094,B00597395,magnerl,Fall 2020,S85296,12,23947,2020-08-18 00:00:00,,
,2020-04-22 13:32:20.317000000,Primary,B00741694,B00687855,heggens,Fall 2020,S85282,10,23957,2020-08-18 00:00:00,,Remote Work Request
,2020-04-22 15:21:03.400000000,Primary,B00735692,B00631491,burnsider,Fall 2020,S45143,15,23962,2020-08-18 00:00:00,,
,2020-04-22 15:22:19.947000000,Primary,B00756755,B00631491,burnsider,Fall 2020,S77111,15,23963,2020-08-18 00:00:00,,
,2020-04-22 15:24:49.337000000,Primary,B00745327,B00631491,burnsider,Fall 2020,S77111,15,23964,2020-08-18 00:00:00,,
,2020-04-22 15:25:36.920000000,Primary,B00757011,B00631491,burnsider,Fall 2020,S77111,15,23965,2020-08-18 00:00:00,,
,2020-04-22 15:26:39.127000000,Primary,B00751274,B00473030,saundersc,Fall 2020,S77111,15,23966,2020-08-18 00:00:00,,
,2020-04-22 15:29:56.060000000,Primary,B00746060,B00631491,burnsider,Fall 2020,S77111,15,23968,2020-08-18 00:00:00,,
,2020-04-22 15:37:20.880000000,Primary,B00722491,B00473030,saundersc,Fall 2020,S17112,15,23971,2020-08-18 00:00:00,,
,2020-04-22 15:45:53.643000000,Primary,B00756421,B00680771,hollandr,Fall 2020,S77111,15,23976,2020-08-18 00:00:00,,
,2020-04-22 15:51:12.673000000,Primary,B00759093,B00721349,albrittonc,Fall 2020,S17117,10,23980,2020-08-18 00:00:00,,
,2020-04-23 08:56:19.407000000,Primary,B00720279,B00326930,Harnedb,Fall 2020,S09415,15,23987,2020-08-18 00:00:00,,
,2020-04-23 08:57:16.353000000,Primary,B00719669,B00326930,Harnedb,Fall 2020,S09414,12,23989,2020-08-18 00:00:00,,
,2020-04-23 09:00:03.597000000,Primary,B00754127,B00326930,Harnedb,Fall 2020,S09302,12,23993,2020-08-18 00:00:00,,
,2020-04-23 09:00:32.747000000,Primary,B00730551,B00326930,Harnedb,Fall 2020,S09414,12,23994,2020-08-18 00:00:00,,
,2020-04-23 09:01:15.577000000,Primary,B00720760,B00326930,Harnedb,Fall 2020,S09415,15,23995,2020-08-18 00:00:00,,
,2020-04-23 09:02:46.617000000,Primary,B00753099,B00326930,Harnedb,Fall 2020,S09110,12,23997,2020-08-18 00:00:00,,
,2020-04-23 09:05:39.963000000,Primary,B00758697,B00326930,Harnedb,Fall 2020,S09110,12,23998,2020-08-18 00:00:00,,
,2020-04-23 09:09:22.393000000,Primary,B00756356,B00326930,Harnedb,Fall 2020,S09110,12,23999,2020-08-18 00:00:00,,
,2020-04-23 09:09:50.443000000,Primary,B00716004,B00326930,Harnedb,Fall 2020,S09110,12,24000,2020-08-18 00:00:00,,
,2020-04-23 10:19:38.370000000,Primary,B00744772,B00762403,cornettt2,Fall 2020,S19313,15,24006,2020-08-18 00:00:00,,
,2020-04-23 11:45:18.623000000,Primary,B00728993,B00380057,hodget,Fall 2020,S57317,12,24007,2020-08-18 00:00:00,,
,2020-04-23 12:00:28.207000000,Primary,B00739716,B00682506,caudillsar,Fall 2020,S50103,10,24009,2020-08-18 00:00:00,,
,2020-04-23 14:59:40.393000000,Primary,B00742145,B00696736,bondsh,Fall 2020,S77111,15,24017,2020-08-18 00:00:00,,
,2020-04-23 15:37:43.027000000,Primary,B00757154,B00735382,riddellt,Fall 2020,S57223,10,24019,2020-08-18 00:00:00,,
,2020-04-23 15:39:29.737000000,Primary,B00735414,B00735382,riddellt,Fall 2020,S71210,10,24021,2020-08-18 00:00:00,,
,2020-04-23 20:10:29.890000000,Primary,B00758029,B00382487,bucknerj,Fall 2020,S01042,10,24025,2020-08-18 00:00:00,,
,2020-04-23 20:11:26.887000000,Primary,B00759117,B00382487,bucknerj,Fall 2020,S01042,10,24026,2020-08-18 00:00:00,,
,2020-04-24 14:05:25.593000000,Primary,B00737193,B00509447,baltisbergerj,Fall 2020,S07333,10,24031,2020-08-18 00:00:00,,
,2020-04-24 14:05:59.100000000,Primary,B00730356,B00509447,baltisbergerj,Fall 2020,S85216,10,24032,2020-08-18 00:00:00,,
,2020-04-24 16:38:41.870000000,Primary,B00744835,B00750508,Tinglec,Fall 2020,S83343,10,24035,2020-08-18 00:00:00,,
,2020-04-24 19:23:45.563000000,Primary,B00757098,B00680771,hollandr,Fall 2020,S77111,15,24036,2020-08-18 00:00:00,,
,2020-04-24 22:23:42.940000000,Primary,B00759129,B00728610,bullockl,Fall 2020,S51208,10,24037,2020-08-18 00:00:00,,
,2020-04-25 22:34:54.257000000,Primary,B00716022,B00696736,bondsh,Fall 2020,S17111,15,24038,2020-08-18 00:00:00,,
,2020-04-27 09:33:53.533000000,Primary,B00731074,B00044402,olesa,Fall 2020,S09415,15,24046,2020-08-18 00:00:00,,
,2020-04-27 09:34:33.790000000,Primary,B00732915,B00044402,olesa,Fall 2020,S09414,12,24047,2020-08-18 00:00:00,,
,2020-04-27 09:35:45.360000000,Primary,B00715388,B00340364,olesa,Fall 2020,S09415,15,24049,2020-08-18 00:00:00,,
,2020-04-27 09:36:15.823000000,Primary,B00720917,B00340364,olesa,Fall 2020,S09415,15,24050,2020-08-18 00:00:00,,
,2020-04-27 10:22:45.673000000,Primary,B00720882,B00758249,harrisa2,Fall 2020,S55161,15,24051,2020-08-18 00:00:00,,
,2020-04-27 10:29:51.270000000,Primary,B00753162,B00758249,harrisa2,Fall 2020,S07191,10,24056,2020-08-18 00:00:00,,
,2020-04-27 10:31:12.413000000,Primary,B00757543,B00758249,harrisa2,Fall 2020,S07192,10,24057,2020-08-18 00:00:00,,
,2020-04-27 10:31:55.620000000,Primary,B00745892,B00758249,harrisa2,Fall 2020,S07192,12,24058,2020-08-18 00:00:00,,
,2020-04-27 10:33:25.993000000,Primary,B00758772,B00758249,harrisa2,Fall 2020,S07192,12,24060,2020-08-18 00:00:00,,
,2020-04-27 11:37:28.707000000,Primary,B00753112,B00738955,howards2,Fall 2020,S81221,10,24061,2020-08-18 00:00:00,,
,2020-04-27 11:38:09.450000000,Primary,B00728988,B00738955,howards2,Fall 2020,S57227,15,24062,2020-08-18 00:00:00,,
,2020-04-27 14:00:14.457000000,Primary,B00715455,B00606676,holtd,Fall 2020,S17111,15,24069,2020-08-18 00:00:00,,
,2020-04-27 14:05:19.570000000,Primary,B00728429,B00606676,holtd,Fall 2020,S17111,15,24073,2020-08-18 00:00:00,,
,2020-04-27 14:06:21.390000000,Primary,B00745525,B00606676,holtd,Fall 2020,S77111,15,24074,2020-08-18 00:00:00,,
,2020-04-27 15:41:17.480000000,Primary,B00747210,B00761207,raberb,Fall 2020,S61334,10,24080,2020-08-18 00:00:00,,Remote Work Request BLA
,2020-04-27 17:14:16.183000000,Primary,B00735104,B00574455,dunnbe,Fall 2020,S77111,15,24084,2020-08-18 00:00:00,,
,2020-04-28 01:23:06.930000000,Primary,B00729721,B00687773,kimsu,Fall 2020,S09445,15,24085,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-28 01:23:45.390000000,Primary,B00721538,B00687773,kimsu,Fall 2020,S56118,15,24086,2020-08-18 00:00:00,,
,2020-04-28 01:28:59.210000000,Primary,B00751145,B00687773,kimsu,Fall 2020,S09442,12,24091,2020-08-18 00:00:00,,
,2020-04-28 01:31:41.260000000,Primary,B00740480,B00687773,kimsu,Fall 2020,S09443,12,24093,2020-08-18 00:00:00,,
,2020-04-28 08:40:18.043000000,Primary,B00733547,B00762403,cornettt2,Summer 2020,S19313,320,24096,2020-05-04 00:00:00,,
,2020-04-28 09:35:47.967000000,Primary,B00701090,B00719949,riddellt,Fall 2020,S51238,10,24101,2020-08-18 00:00:00,,
,2020-04-28 09:37:13.630000000,Primary,B00750893,B00720213,riddellt,Fall 2020,S57313,10,24103,2020-08-18 00:00:00,,
,2020-04-28 09:39:01.597000000,Primary,B00750770,B00720213,riddellt,Fall 2020,S57313,10,24105,2020-08-18 00:00:00,,
,2020-04-28 09:40:37.380000000,Primary,B00708903,B00720213,riddellt,Fall 2020,S51238,15,24107,2020-08-18 00:00:00,,
,2020-04-28 09:41:12.573000000,Primary,B00742373,B00720213,riddellt,Fall 2020,S57313,10,24108,2020-08-18 00:00:00,,
,2020-04-28 09:41:47.860000000,Primary,B00761227,B00720213,riddellt,Fall 2020,S57313,10,24109,2020-08-18 00:00:00,,
,2020-04-28 09:42:37.303000000,Primary,B00757810,B00720213,riddellt,Fall 2020,S57313,10,24110,2020-08-18 00:00:00,,
,2020-04-28 09:43:05.223000000,Primary,B00765567,B00720213,riddellt,Fall 2020,S51111,10,24111,2020-08-18 00:00:00,,
,2020-04-28 11:28:11.070000000,Primary,B00730531,B00631491,burnsider,Fall 2020,S77111,15,24116,2020-08-18 00:00:00,,
,2020-04-28 15:33:20.087000000,Primary,B00716482,B00738955,howards2,Fall 2020,S83208,12,24124,2020-08-18 00:00:00,,remote pending AB
,2020-04-29 08:08:07.297000000,Primary,B00719398,B00038543,peacha,Fall 2020,S35132,15,24127,2020-08-18 00:00:00,,
,2020-04-29 08:08:37.453000000,Primary,B00709946,B00038543,peacha,Fall 2020,S35132,15,24128,2020-08-18 00:00:00,,
,2020-04-29 08:09:36.673000000,Primary,B00736459,B00038543,peacha,Fall 2020,S35136,10,24129,2020-08-18 00:00:00,,
,2020-04-29 08:13:49.727000000,Primary,B00752918,B00038543,peacha,Fall 2020,S35134,10,24130,2020-08-18 00:00:00,,remote pending AB
,2020-04-29 08:14:56.400000000,Primary,B00751582,B00038543,peacha,Fall 2020,S35134,15,24132,2020-08-18 00:00:00,,
,2020-04-29 08:15:30.497000000,Primary,B00752826,B00038543,peacha,Fall 2020,S35134,10,24133,2020-08-18 00:00:00,,
,2020-04-29 08:28:33.130000000,Primary,B00728940,B00038543,peacha,Fall 2020,S35135,10,24138,2020-08-18 00:00:00,,
,2020-04-29 09:50:58.207000000,Primary,B00731883,B00350564,lakesc,Summer 2020,S61223,600,24141,2020-05-04 00:00:00,,
,2020-04-29 09:58:42.840000000,Primary,B00690721,B00640618,riddellt,Fall 2020,S51208,10,24145,2020-08-18 00:00:00,,
,2020-04-29 11:03:09.397000000,Primary,B00759089,B00626036,thomasmi,Fall 2020,S77111,15,24154,2020-08-18 00:00:00,,
,2020-04-29 11:03:46.257000000,Primary,B00745048,B00626036,thomasmi,Fall 2020,S77111,15,24155,2020-08-18 00:00:00,,
,2020-04-29 12:11:52.710000000,Primary,B00735265,B00743036,birners,Fall 2020,S45311,10,24156,2020-08-18 00:00:00,,
,2020-04-29 12:26:03.093000000,Primary,B00677917,B00717339,turnerst,Summer 2020,S61217,460,24157,2020-05-04 00:00:00,,
,2020-04-29 12:56:45.227000000,Primary,B00751569,B00711541,harshmane,Summer 2020,S37222,480,24159,2020-05-04 00:00:00,,
,2020-04-29 13:09:22.170000000,Primary,B00756738,B00650571,robbinsch,Fall 2020,S29107,10,24161,2020-08-18 00:00:00,,
,2020-04-29 13:11:23.547000000,Primary,B00743540,B00650571,robbinsch,Fall 2020,S23201,10,24164,2020-08-18 00:00:00,,
,2020-04-29 13:31:31.033000000,Primary,B00738850,B00650571,robbinsch,Fall 2020,S23201,10,24165,2020-08-18 00:00:00,,
,2020-04-29 13:34:25.037000000,Primary,B00755250,B00650571,robbinsch,Fall 2020,S23201,10,24168,2020-08-18 00:00:00,,
,2020-04-29 13:35:13.927000000,Primary,B00719316,B00650571,robbinsch,Fall 2020,S23201,10,24169,2020-08-18 00:00:00,,
,2020-04-29 15:10:25.263000000,Primary,B00731883,B00350564,lakesc,Summer 2020,S61223,300,24176,2020-05-04 00:00:00,,
,2020-04-29 22:54:18.057000000,Primary,B00741421,B00664316,adamsch,Summer 2020,S85209,240,24187,2020-05-04 00:00:00,,
,2020-04-30 11:34:04.640000000,Primary,B00738110,B00647843,greenchr,Fall 2020,S81429,10,24190,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-30 11:44:56.103000000,Primary,B00686669,B00626036,thomasmi,Fall 2020,S19304,15,24191,2020-08-18 00:00:00,,
,2020-04-30 11:45:41.557000000,Primary,B00737858,B00626036,thomasmi,Fall 2020,S19402,12,24192,2020-08-18 00:00:00,,remote request submitted -AB
,2020-04-30 11:46:31.433000000,Primary,B00741578,B00626036,thomasmi,Fall 2020,S19402,12,24193,2020-08-18 00:00:00,,
,2020-04-30 15:13:43.130000000,Primary,B00752851,B00653412,ashb,Fall 2020,S19110,12,24195,2020-08-18 00:00:00,,community partner
,2020-04-30 17:16:13.930000000,Primary,B00759981,B00620057,adamse,Fall 2020,S06103,15,24210,2020-08-18 00:00:00,,
,2020-05-01 14:45:57.890000000,Primary,B00750745,B00738955,howards2,Fall 2020,S09335,10,24254,2020-08-18 00:00:00,,
,2020-05-03 14:20:14.383000000,Primary,B00729494,B00629099,hopkinsf,Fall 2020,S83251,15,24259,2020-08-18 00:00:00,,Remote pending - sw
,2020-05-04 21:18:10.673000000,Primary,B00744024,B00712557,Himesli,Summer 2020,S51111,400,24307,2020-05-04 00:00:00,,
,2020-05-06 12:12:03.660000000,Primary,B00727232,B00665993,napoleonr2,Fall 2020,S86206,15,24318,2020-08-18 00:00:00,,
,2020-05-08 15:26:30.210000000,Primary,B00750462,B00692407,rodriguezr,Fall 2020,S56103,12,24328,2020-08-18 00:00:00,,
B00681426,2020-05-08 15:34:55.533000000,Secondary,B00714409,B00692407,rodriguezr,Fall 2020,S56103,5,24331,2020-08-18 00:00:00,,
,2020-05-09 11:08:21.673000000,Primary,B00729189,B00735043,stuartm,Fall 2020,S09448,15,24333,2020-08-18 00:00:00,,
,2020-05-09 11:09:27.523000000,Primary,B00735390,B00735043,stuartm,Fall 2020,S09448,12,24334,2020-08-18 00:00:00,,
,2020-05-09 11:14:07.623000000,Primary,B00729915,B00735043,stuartm,Fall 2020,S09447,15,24337,2020-08-18 00:00:00,,
,2020-05-09 11:17:30.313000000,Primary,B00728720,B00735043,stuartm,Fall 2020,S09447,15,24340,2020-08-18 00:00:00,,
,2020-05-09 11:20:44.600000000,Primary,B00726729,B00735043,stuartm,Summer 2020,S09448,40,24341,2020-08-09 00:00:00,,
,2020-05-09 11:21:24.390000000,Primary,B00729189,B00735043,stuartm,Summer 2020,S09448,40,24342,2020-08-09 00:00:00,,
,2020-05-09 11:27:25.547000000,Primary,B00735390,B00735043,stuartm,Summer 2020,S09448,30,24345,2020-08-09 00:00:00,,
,2020-05-09 11:28:24.063000000,Primary,B00729915,B00735043,stuartm,Summer 2020,S09448,40,24346,2020-08-09 00:00:00,,
,2020-05-09 11:29:15.980000000,Primary,B00728720,B00735043,stuartm,Summer 2020,S09448,40,24347,2020-08-09 00:00:00,,
,2020-05-09 11:31:37.520000000,Primary,B00717448,B00735043,stuartm,Summer 2020,S09448,40,24349,2020-08-09 00:00:00,,
,2020-05-12 18:03:29.223000000,Primary,B00751527,B00696736,bondsh,Fall 2020,S77111,15,24361,2020-08-18 00:00:00,,
,2020-05-12 18:04:20.827000000,Primary,B00752376,B00696736,bondsh,Fall 2020,S77111,15,24362,2020-08-18 00:00:00,,
,2020-05-14 13:11:28.043000000,Primary,B00737920,B00763439,hayesl2,Fall 2020,S17140,10,24365,2020-08-18 00:00:00,,
,2020-05-14 13:13:36.527000000,Primary,B00730638,B00763439,hayesl2,Fall 2020,S15338,10,24366,2020-08-18 00:00:00,,
,2020-05-15 14:35:03.087000000,Primary,B00695428,B00647843,greenchr,Fall 2020,S81119,15,24368,2020-08-18 00:00:00,,
,2020-05-18 08:56:22.817000000,Primary,B00740768,B00597395,magnerl,Fall 2020,S85296,10,24373,2020-08-18 00:00:00,,
,2020-05-19 11:34:13,Primary,B00759135,B00509447,baltisbergerj,Fall 2020,S07333,10,24377,2020-08-18 00:00:00,,
,2020-05-25 08:47:31.960000000,Primary,B00751569,B00711541,harshmane,Fall 2020,S41202,10,24382,2020-08-18 00:00:00,,
,2020-05-27 15:09:04.740000000,Primary,B00751218,B00626036,thomasmi,Fall 2020,S19401,10,24390,2020-08-18 00:00:00,,
,2020-05-27 15:14:01.907000000,Primary,B00755917,B00626036,thomasmi,Fall 2020,S19404,10,24391,2020-08-18 00:00:00,,
,2020-05-27 15:18:17.060000000,Primary,B00751254,B00626036,thomasmi,Fall 2020,S19404,10,24392,2020-08-18 00:00:00,,
,2020-05-27 15:18:49,Primary,B00752718,B00626036,thomasmi,Fall 2020,S19401,10,24393,2020-08-18 00:00:00,,
